,Ia,Ib,Ic,Va,Vb,Vc
29,-34.28412328,-24.29181249,58.57593578,0.38969452,-0.595633544,0.205939024
30,-32.42686946,-25.27699777,57.70386722,0.398047849,-0.593029146,0.194981297
31,-33.72404131,-26.13701299,59.8610543,0.403326767,-0.592922021,0.189595253
32,-31.25525726,-27.14244448,58.39770174,0.411917147,-0.589655505,0.177738359
33,-32.42841681,-27.95088526,60.37930207,0.417135728,-0.58903369,0.171897962
34,-30.54210523,-28.85139222,59.39349746,0.424934557,-0.585844735,0.160910178
35,-31.75580424,-29.59916419,61.35496843,0.429954829,-0.584830314,0.154875485
36,-29.67747151,-30.49077403,60.16824554,0.437645946,-0.581263381,0.143617435
37,-30.64377681,-31.26397143,61.90774824,0.442741676,-0.579779932,0.137038257
38,-28.83821211,-32.17067972,61.00889182,0.449976563,-0.576233215,0.126256652
39,-29.78088916,-32.96798909,62.74887825,0.454958309,-0.574458045,0.119499735
40,-27.75483062,-33.88929293,61.64412355,0.462115236,-0.570545279,0.108430043
41,-28.26905875,-34.68022828,62.94928703,0.467251826,-0.56813269,0.100880864
42,-26.32073983,-35.54577313,61.86651295,0.474034239,-0.563986205,0.089951966
43,-26.95295794,-36.27272315,63.22568108,0.478844998,-0.561285417,0.082440419
44,-25.1313589,-37.09218858,62.22354748,0.485228007,-0.556958271,0.071730264
45,-25.56066529,-37.81518099,63.37584627,0.490003004,-0.55382125,0.063818247
46,-23.73691416,-38.64190473,62.37881889,0.496126178,-0.549297524,0.053171345
47,-24.12874155,-39.37868503,63.50742658,0.500738045,-0.545888524,0.04515048
48,-22.33444632,-40.20841869,62.54286501,0.506570054,-0.541185758,0.034615703
49,-22.47636531,-40.94320357,63.41956888,0.51115896,-0.537324222,0.026165262
50,-20.58349216,-41.74405844,62.3275506,0.516768131,-0.532299601,0.015531471
51,-20.66666701,-42.43439179,63.1010588,0.521140832,-0.528081773,0.006940941
52,-18.92368501,-43.18288141,62.10656642,0.526316435,-0.522896455,-0.003419979
53,-18.97070113,-43.84370485,62.81440598,0.530463922,-0.518370751,-0.012093171
54,-17.22817385,-44.57944139,61.80761524,0.535355036,-0.512971514,-0.022383522
55,-17.17707104,-45.24307083,62.42014187,0.539343576,-0.508147257,-0.031196319
56,-15.47292152,-45.97607495,61.44899647,0.543926089,-0.502581105,-0.041344983
57,-15.31803991,-46.6343203,61.9523602,0.547745429,-0.497448424,-0.050297006
58,-13.56216519,-47.34611378,60.90827896,0.552071893,-0.491620781,-0.060451113
59,-13.28811929,-47.97325122,61.26137051,0.555705888,-0.48613833,-0.069567558
60,-11.59152762,-48.64028066,60.23180828,0.559670579,-0.480105129,-0.07956545
61,-11.32221155,-49.22903516,60.55124671,0.563014249,-0.474366593,-0.088647656
62,-9.686157672,-49.86659558,59.55275326,0.566630924,-0.468155678,-0.098475245
63,-9.352036314,-50.4428727,59.79490901,0.569755989,-0.462153736,-0.107602253
64,-7.731762515,-51.07015844,58.80192095,0.573074248,-0.455763268,-0.11731098
65,-7.336401208,-51.63734001,58.97374121,0.575975515,-0.449512868,-0.126462646
66,-5.716869597,-52.24494003,57.96180963,0.578998236,-0.442920834,-0.136077402
67,-5.235197364,-52.7863778,58.02157517,0.581677366,-0.436385156,-0.14529221
68,-3.6290306,-53.35653073,56.98556133,0.584380189,-0.429580148,-0.154800041
69,-3.132092526,-53.86007544,56.99216797,0.586770045,-0.422804503,-0.163965542
70,-1.59532969,-54.39336235,55.98869204,0.589112016,-0.415836193,-0.173275823
71,-1.082087478,-54.87189039,55.95397787,0.59122312,-0.408846644,-0.182376476
72,0.428387392,-55.38527782,54.95689043,0.593252661,-0.401712098,-0.191540563
73,0.985375177,-55.84914547,54.86377029,0.595112348,-0.394510225,-0.200602123
74,2.480364879,-56.34224761,53.86188273,0.596837363,-0.387205553,-0.20963181
75,3.085902356,-56.78221491,53.69631255,0.598439571,-0.379781092,-0.218658479
76,4.569646435,-57.24228421,52.67263778,0.599853477,-0.372289726,-0.227563752
77,5.20055918,-57.64694894,52.44638976,0.601170011,-0.3646517,-0.236518311
78,6.63411867,-58.06891365,51.43479498,0.602240338,-0.357002693,-0.245237645
79,7.261592878,-58.44173366,51.18014079,0.603252126,-0.349186554,-0.254065572
80,8.653301685,-58.83577898,50.1824773,0.603995796,-0.341394861,-0.262600935
81,9.301861609,-59.18726382,49.88540221,0.604730313,-0.33340493,-0.271325383
82,10.67387632,-59.55852345,48.88464713,0.605169682,-0.325467258,-0.279702424
83,11.3502399,-59.88617578,48.53593588,0.605629481,-0.317302172,-0.28832731
84,12.70508149,-60.22694226,47.52186077,0.605761313,-0.309211571,-0.296549741
85,13.40113527,-60.52161859,47.12048332,0.605932883,-0.300871976,-0.305060907
86,14.72143919,-60.82542756,46.10398836,0.605740481,-0.292639433,-0.313101048
87,15.41253822,-61.08575783,45.67321961,0.60560493,-0.284150658,-0.321454271
88,16.68814216,-61.35693879,44.66879663,0.605086597,-0.275797728,-0.32928887
89,17.38085613,-61.59026029,44.20940416,0.604656472,-0.267173656,-0.337482816
90,18.63052551,-61.83518203,43.20465651,0.603834038,-0.25870244,-0.345131598
91,19.33750932,-62.04336493,42.70585561,0.603121607,-0.249944003,-0.353177604
92,20.56732426,-62.25902485,41.69170058,0.601999136,-0.241352611,-0.360646524
93,21.28512179,-62.43600539,41.1508836,0.600998085,-0.232461592,-0.368536493
94,22.48731191,-62.61649743,40.12918552,0.599567178,-0.223754971,-0.375812208
95,23.20098228,-62.75893904,39.55795676,0.598265386,-0.214746439,-0.383518947
96,24.36368963,-62.90492088,38.54123125,0.596520473,-0.205942719,-0.390577753
97,25.06864321,-63.0167508,37.94810759,0.59492019,-0.196834481,-0.398085709
98,26.20011682,-63.13338594,36.93326912,0.592874875,-0.187942848,-0.404932027
99,26.90735175,-63.21811203,36.31076028,0.590989825,-0.178739878,-0.412249947
100,28.01701614,-63.30568265,35.28866651,0.588654318,-0.169761376,-0.418892942
101,28.72764015,-63.36038065,34.6327405,0.586485372,-0.160466801,-0.426018571
102,29.81234182,-63.4146104,33.60226858,0.583856757,-0.151405671,-0.432451086
103,30.51747714,-63.4356692,32.91819206,0.581397133,-0.142029557,-0.439367575
104,31.56844634,-63.45531832,31.88687198,0.578471208,-0.132899154,-0.445572054
105,32.26071898,-63.44414157,31.18342259,0.575719887,-0.123457917,-0.45226197
106,33.27860205,-63.43251932,30.15391727,0.572503647,-0.114271054,-0.458232593
107,33.96339704,-63.39248442,29.42908738,0.569471106,-0.104774037,-0.46469707
108,34.95662999,-63.35146204,28.39483206,0.565976226,-0.095535307,-0.470440918
109,35.63805432,-63.2820428,27.64398848,0.562668729,-0.085987012,-0.476681717
110,36.60711327,-63.20929576,26.60218249,0.558897425,-0.076701036,-0.482196388
111,37.28025517,-63.10761936,25.82736419,0.555312745,-0.067109572,-0.488203173
112,38.21923362,-63.00127732,24.7820437,0.551263144,-0.057786757,-0.493476387
113,38.87737106,-62.86722677,23.9898557,0.547400404,-0.04816581,-0.499234594
114,39.78369902,-62.72897247,22.94527345,0.543076427,-0.038819283,-0.504257144
115,40.42760317,-62.56507247,22.13746931,0.538942876,-0.02918057,-0.509762307
116,41.30637698,-62.39713322,21.09075624,0.534354814,-0.019818248,-0.514536566
117,41.94031563,-62.20424189,20.26392626,0.529959041,-0.010168213,-0.519790827
118,42.79420434,-62.00594897,19.21174463,0.525112985,-0.000795587,-0.524317398
119,43.41638415,-61.782353,18.36596885,0.520457023,0.008858433,-0.529315456
120,44.24189204,-61.55204219,17.31015015,0.515353826,0.018232502,-0.533586329
121,44.84703739,-61.29695842,16.44992103,0.510438201,0.02787905,-0.538317251
122,45.64081725,-61.03519453,15.39437729,0.505080998,0.037242483,-0.542323482
123,46.22728018,-60.75020658,14.5229264,0.499911231,0.04686946,-0.546780692
124,46.99133391,-60.4589357,13.46760179,0.494308532,0.056212361,-0.550520893
125,47.56189925,-60.14545511,12.58355587,0.488893491,0.065811476,-0.554704967
126,48.2992835,-59.82510206,11.52581856,0.483053418,0.075127097,-0.558180515
127,48.85417469,-59.48253007,10.62835538,0.477398486,0.084691116,-0.562089602
128,49.56345772,-59.13205785,9.568600128,0.471324726,0.093971412,-0.565296139
129,50.09903911,-58.75956966,8.660530545,0.46543244,0.10349046,-0.5689229
130,50.77715758,-58.37895872,7.601801135,0.459128565,0.112724624,-0.571853189
131,51.29090915,-57.97740109,6.686491935,0.453003969,0.122187268,-0.575191237
132,51.93789729,-57.5681089,5.630211612,0.44647733,0.131364792,-0.577842122
133,52.43093901,-57.13893846,4.707999448,0.440128892,0.140761645,-0.580890537
134,53.04913145,-56.70195224,3.652820792,0.433388298,0.14987462,-0.583262918
135,53.52248403,-56.24540114,2.722917109,0.426823506,0.159198145,-0.586021651
136,54.11188209,-55.78039369,1.668511605,0.419875038,0.168238879,-0.588113917
137,54.56347901,-55.29595485,0.732475842,0.413098614,0.17748031,-0.590578923
138,55.12179788,-54.80275814,-0.319039743,0.405946969,0.186439163,-0.592386131
139,55.5491251,-54.29084136,-1.258283739,0.398964292,0.195588106,-0.594552398
140,56.07542636,-53.77046181,-2.304964543,0.391616367,0.204454841,-0.596071207
141,56.47840658,-53.23233647,-3.246070111,0.384435544,0.213501651,-0.597937196
142,56.97402622,-52.6859498,-4.288076423,0.37690022,0.222267686,-0.599167907
143,57.3536546,-52.12235407,-5.231300533,0.369529834,0.231204484,-0.600734318
144,57.81928897,-51.55022697,-6.269062003,0.361814857,0.239862218,-0.601677074
145,58.17471299,-50.96109758,-7.213615407,0.354261555,0.248680993,-0.602942548
146,58.60900452,-50.36319453,-8.245809983,0.346373021,0.257221784,-0.603594805
147,58.93819422,-49.74878483,-9.189409387,0.338643005,0.265913257,-0.604556262
148,59.33992007,-49.12580925,-10.21411082,0.330587902,0.274327597,-0.604915499
149,59.64214839,-48.4871534,-11.15499499,0.322689162,0.282882483,-0.605571644
150,60.01181846,-47.84026131,-12.17155714,0.31447629,0.291161697,-0.605637986
151,60.28772143,-47.17834109,-13.10938034,0.306417899,0.299572014,-0.605989913
152,60.62617809,-46.50820815,-14.11796994,0.298055992,0.307708562,-0.605764554
153,60.87564697,-45.82337682,-15.05227015,0.289846031,0.31596684,-0.60581287
154,61.18233885,-45.1302282,-16.05211065,0.281342505,0.323952914,-0.605295419
155,61.40401615,-44.42278334,-16.9812328,0.272988186,0.332050938,-0.605039124
156,61.67786617,-43.70718718,-17.97067899,0.264350478,0.339877967,-0.604228446
157,61.87081896,-42.97798016,-18.8928388,0.255859922,0.347807193,-0.603667115
158,62.11181524,-42.2409925,-19.87082275,0.247096786,0.355466886,-0.602563672
159,62.27630049,-41.4910785,-20.78522199,0.238479265,0.363219574,-0.601698839
160,62.48515416,-40.73360989,-21.75154426,0.229599949,0.370704608,-0.600304557
161,62.62141324,-39.96366006,-22.65775319,0.220864461,0.378273764,-0.599138225
162,62.7981295,-39.18621253,-23.61191696,0.211877408,0.385577055,-0.597454463
163,62.90544933,-38.39667571,-24.50877362,0.203032124,0.392955448,-0.595987572
164,63.04930979,-37.59981628,-25.44949351,0.193945373,0.400069434,-0.594014808
165,63.1268571,-36.79144884,-26.33540826,0.184998712,0.407249466,-0.592248178
166,63.23762007,-35.97613343,-27.26148664,0.175821065,0.414166575,-0.589987641
167,63.28539081,-35.14997709,-28.13541372,0.166782371,0.421141069,-0.587923441
168,63.36356242,-34.31722228,-29.04634014,0.157523294,0.42785443,-0.585377724
169,63.38190502,-33.47415404,-29.90775098,0.148402072,0.434616937,-0.583019009
170,63.4278034,-32.62469239,-30.803111,0.139070684,0.441120165,-0.58019085
171,63.41650685,-31.76534243,-31.65116442,0.129875847,0.44766437,-0.577540217
172,63.42981746,-30.89982052,-32.52999694,0.120480765,0.453950923,-0.574431688
173,63.38831525,-30.02493106,-33.36338419,0.111221091,0.460270273,-0.571491364
174,63.36879139,-29.14424185,-34.22454954,0.101771234,0.466333509,-0.568104742
175,63.2969715,-28.25481363,-35.04215787,0.092456091,0.472421638,-0.564877729
176,63.24495267,-27.36000121,-35.88495146,0.082960967,0.478255374,-0.561216341
177,63.1431609,-26.45702259,-36.6861383,0.073600065,0.484106517,-0.557706581
178,63.05910572,-25.5489812,-37.51012452,0.064069151,0.48970512,-0.553774271
179,62.92746962,-24.63324463,-38.294225,0.054671868,0.495313857,-0.549985725
180,62.81141372,-23.71273092,-39.0986828,0.045114214,0.500671796,-0.54578601
181,62.64968589,-22.78501829,-39.8646676,0.03568964,0.506032658,-0.541722298
182,62.50151759,-21.85290554,-40.64861205,0.026114288,0.511144347,-0.537258635
183,62.30961282,-20.91418201,-41.39543081,0.016671783,0.51625195,-0.532923734
184,62.12958859,-19.97150415,-42.15808444,0.007088179,0.521112094,-0.528200273
185,61.90782872,-19.02280316,-42.88502556,-0.002362555,0.525961512,-0.523598957
186,61.69645403,-18.0705495,-43.62590453,-0.011944839,0.530565322,-0.518620483
187,61.4451727,-17.11278355,-44.33238916,-0.021394226,0.535152058,-0.513757832
188,61.20274434,-16.15181527,-45.05092907,-0.030965913,0.539495022,-0.508529109
189,60.92199162,-15.1858292,-45.73616242,-0.040404686,0.543814704,-0.503410018
190,60.64859532,-14.21703191,-46.43156341,-0.049956669,0.547892357,-0.497935688
191,60.33840507,-13.24377217,-47.0946329,-0.059375525,0.551940692,-0.492565166
192,60.03430094,-12.26815806,-47.76614288,-0.0688985,0.555748771,-0.486850271
193,59.69499622,-11.28866346,-48.40633276,-0.078287896,0.559521808,-0.481233912
194,59.36070347,-10.30726406,-49.05343941,-0.0877724,0.563056482,-0.475284082
195,58.99273798,-9.322520098,-49.67021788,-0.097122803,0.566550706,-0.469427903
196,58.62873077,-8.336275444,-50.29245533,-0.10655955,0.569808505,-0.463248955
197,58.23239705,-7.347188504,-50.88520855,-0.115861688,0.573020649,-0.457158961
198,57.83896519,-6.357011268,-51.48195392,-0.125241619,0.57599826,-0.450756641
199,57.41446206,-5.364523728,-52.04993834,-0.134486333,0.578925186,-0.444438853
200,56.99193603,-4.371404909,-52.62053112,-0.143800367,0.581619476,-0.437819109
201,56.53962823,-3.376540526,-53.16308771,-0.152978389,0.584258314,-0.431279925
202,56.08854479,-2.381517182,-53.70702761,-0.162217336,0.586666507,-0.424449171
203,55.60896165,-1.385292781,-54.22366887,-0.171319376,0.58901479,-0.417695415
204,55.12991074,-0.389350638,-54.7405601,-0.180474142,0.591134498,-0.410660356
205,54.62352736,0.607282958,-55.23081032,-0.18949111,0.593190078,-0.403698969
206,54.11697891,1.603205345,-55.72018426,-0.198552834,0.595019157,-0.396466323
207,53.58416782,2.599303724,-56.18347155,-0.207475829,0.596780079,-0.38930425
208,53.05056151,3.594233852,-56.64479536,-0.216435748,0.598316578,-0.381880829
209,52.49176502,4.588797882,-57.08056291,-0.225255887,0.599781125,-0.374525238
210,51.931675,5.581716528,-57.51339152,-0.234105213,0.6010234,-0.366918187
211,51.34748249,6.573730585,-57.92121307,-0.242813612,0.602190213,-0.359376601
212,50.76157723,7.563638721,-58.32521596,-0.251543628,0.603136996,-0.351593368
213,50.1525963,8.552131995,-58.70472829,-0.26013156,0.604005064,-0.343873504
214,49.54149094,9.538077759,-59.0795687,-0.268733759,0.604655385,-0.335921626
215,48.90825314,10.52210719,-59.43036034,-0.277192717,0.605223943,-0.328031227
216,48.27250978,11.50313718,-59.77564696,-0.285658767,0.605577061,-0.319918294
217,47.61555701,12.48173381,-60.09729082,-0.293980358,0.605845582,-0.311865224
218,46.95580815,13.45686127,-60.41266942,-0.302301991,0.605901029,-0.303599037
219,46.27578968,14.42903433,-60.704824,-0.310477875,0.605869304,-0.295391428
220,45.59276412,15.39727467,-60.99003879,-0.318646904,0.605626961,-0.286980057
221,44.89038414,16.36205912,-61.25244327,-0.326668883,0.605295128,-0.278626244
222,44.18480815,17.32246593,-61.50727408,-0.334677314,0.604755203,-0.270077889
223,43.46073172,18.27893101,-61.73966273,-0.342537414,0.604123683,-0.261586269
224,42.73328462,19.23057568,-61.9638603,-0.350377468,0.60328664,-0.252909172
225,41.9881597,20.17778837,-62.16594807,-0.358067899,0.602356104,-0.244288205
226,41.2395462,21.11972691,-62.35927312,-0.365731936,0.601222669,-0.235490732
227,40.47408644,22.05673831,-62.53082476,-0.373245021,0.599994075,-0.226749054
228,39.70508879,22.98802267,-62.69311146,-0.380725519,0.598565295,-0.217839777
229,38.92007185,23.91389713,-62.83396897,-0.388053731,0.597039934,-0.208986203
230,38.13149947,24.83360702,-62.96510649,-0.395343352,0.595317182,-0.19997383
231,37.32769591,25.74744155,-63.07513746,-0.402479389,0.593496644,-0.191017255
232,36.52032955,26.65468349,-63.17501304,-0.409571033,0.591481571,-0.181910537
233,35.69848733,27.55558897,-63.25407631,-0.416507818,0.589367708,-0.17285989
234,34.87310786,28.4494707,-63.32257856,-0.423394579,0.587062224,-0.163667644
235,34.03400738,29.33655296,-63.37056034,-0.430125206,0.584657157,-0.154531951
236,33.19144799,30.21618016,-63.40762815,-0.43680034,0.582063468,-0.145263127
237,32.33592582,31.08855301,-63.42447883,-0.443318078,0.579369627,-0.136051549
238,31.47705804,31.95305145,-63.43010949,-0.449775034,0.576490249,-0.126715214
239,30.60596458,32.8098569,-63.41582148,-0.456073377,0.573510365,-0.117436987
240,29.73165021,33.65838145,-63.39003166,-0.462305851,0.570348101,-0.10804225
241,28.84581908,34.49878455,-63.34460363,-0.468378543,0.56708517,-0.098706626
242,27.95691007,35.330504,-63.28741408,-0.474380464,0.563643082,-0.089262618
243,27.05718556,36.15367615,-63.2108617,-0.480221471,0.56010036,-0.079878889
244,26.15456316,36.96776358,-63.12232673,-0.485986972,0.556381782,-0.07039481
245,25.2418305,37.7728845,-63.014715,-0.491590459,0.552562807,-0.060972347
246,24.32641257,38.56852932,-62.89494189,-0.497113887,0.548571365,-0.051457477
247,23.40158017,39.35480289,-62.75638306,-0.502474258,0.544479962,-0.042005704
248,22.47428864,40.13122284,-62.60551148,-0.50775021,0.54021956,-0.03246935
249,21.53825722,40.89788014,-62.43613736,-0.51286213,0.535859821,-0.022997691
250,20.60000338,41.65431509,-62.25431847,-0.517885465,0.531334619,-0.013449154
251,19.65367269,42.4006031,-62.05427579,-0.522743855,0.526710883,-0.003967028
252,18.70537998,43.13630488,-61.84168486,-0.527509672,0.521925294,0.005584378
253,17.74967466,43.86148267,-61.61115733,-0.532109685,0.517042156,0.01506753
254,16.79229456,44.57571924,-61.3680138,-0.536613316,0.512000859,0.024612457
255,15.82816272,45.27906778,-61.1072305,-0.540950355,0.506863183,0.034087172
256,14.86265768,45.97113391,-60.83379159,-0.545187393,0.501571122,0.043616271
257,13.89104728,46.65196267,-60.54300995,-0.549257133,0.496184026,0.053073107
258,12.91837223,47.32117988,-60.23955211,-0.553223448,0.490646388,0.062577061
259,11.9402256,47.97882114,-59.91904674,-0.557021841,0.485015223,0.072006619
260,10.96133668,48.62452991,-59.58586659,-0.56071357,0.47923743,0.081476139
261,9.977607551,49.25833308,-59.23594063,-0.564236828,0.473367783,0.090869045
262,8.993478143,49.8798922,-58.87337034,-0.567650363,0.467355498,0.100294865
263,8.005138492,50.48922843,-58.49436693,-0.570894962,0.461253195,0.109641767
264,7.016753873,51.08602253,-58.1027764,-0.574026965,0.455012321,0.119014644
265,6.024779471,51.67029154,-57.69507101,-0.57698966,0.448683425,0.128306235
266,5.033120676,52.2417342,-57.27485488,-0.57983708,0.442220092,0.137616988
267,4.03848066,52.80036287,-56.83884353,-0.582514918,0.435670882,0.146844037
268,3.044523906,53.34589209,-56.390416,-0.585074989,0.428991435,0.156083554
269,2.048188995,53.87832941,-55.9265184,-0.587465296,0.422228399,0.165236896
270,1.052917578,54.39740479,-55.45032237,-0.589735525,0.415339395,0.174396129
271,0.055869062,54.90312282,-54.95899188,-0.591835903,0.408369237,0.183466666
272,-0.939725084,55.39522977,-54.45550469,-0.593814078,0.401277446,0.192536631
273,-1.936501866,55.873729,-53.93722713,-0.595622417,0.394107076,0.201515342
274,-2.931429364,56.33838281,-53.40695344,-0.597306616,0.386819473,0.210487143
275,-3.926955607,56.78919334,-52.86223773,-0.598821104,0.379455997,0.219365107
276,-4.920234949,57.22593737,-52.30570242,-0.6002097,0.371979747,0.228229954
277,-5.91353681,57.6486155,-51.73507869,-0.601428816,0.364430456,0.23699836
278,-6.904187676,58.05701816,-51.15283048,-0.602520472,0.356772907,0.245747564
279,-7.894288651,58.45114535,-50.55685669,-0.603442981,0.349045274,0.254397707
280,-8.881327524,58.83080164,-49.94947412,-0.604236644,0.341213959,0.263022685
281,-9.867249669,59.1959879,-49.32873823,-0.604861605,0.333315637,0.271545968
282,-10.84969604,59.54652302,-48.69682698,-0.605356516,0.325318261,0.280038255
283,-11.83046824,59.88240917,-48.05194093,-0.605683286,0.31725707,0.288426216
284,-12.80735119,60.20347861,-47.39612742,-0.605878985,0.309101506,0.29677748
285,-13.78201152,60.50973452,-46.72772301,-0.605907219,0.300885423,0.305021796
286,-14.7523675,60.80102168,-46.04865419,-0.605803542,0.292579693,0.313223848
287,-15.71995837,61.07734465,-45.35738628,-0.605533186,0.284216847,0.321316339
288,-16.68282673,61.33856075,-44.65573402,-0.605130258,0.275769127,0.329361131
289,-17.64239342,61.58467702,-43.9422836,-0.604561555,0.267267791,0.337293764
290,-18.59681879,61.81556364,-43.21874485,-0.603859794,0.258686398,0.345173396
291,-19.54741471,62.03123069,-42.48381598,-0.602993279,0.250054984,0.352938295
292,-20.49245284,62.23156077,-41.73910794,-0.6019934,0.241348368,0.360645032
293,-21.43314352,62.41656693,-40.98342341,-0.60082991,0.232595415,0.368234495
294,-22.36786202,62.58614337,-40.21828135,-0.599532925,0.223772149,0.375760776
295,-23.29772303,62.74030615,-39.44258311,-0.598073587,0.21490631,0.383167276
296,-24.22119816,62.87896092,-38.65776276,-0.596480795,0.205975083,0.390505712
297,-25.13931287,63.0021274,-37.86281453,-0.594727029,0.197005126,0.397721903
298,-26.05062967,63.1097229,-37.05909324,-0.592840021,0.187974735,0.404865286
299,-26.95609195,63.20177143,-36.24567949,-0.590793535,0.17890953,0.411884006
300,-27.85434843,63.27820178,-35.42385335,-0.588614192,0.16978887,0.418825322
301,-28.74626663,63.33904228,-34.59277565,-0.586276989,0.160637381,0.425639609
302,-29.63057605,63.38423264,-33.75365659,-0.58380748,0.151435438,0.432372042
303,-30.50807307,63.41380547,-32.90573239,-0.581181851,0.14220671,0.438975141
304,-31.37756231,63.42771104,-32.05014873,-0.578424632,0.132932549,0.445492083
305,-32.23977367,63.42598657,-31.1862129,-0.575513149,0.123635705,0.451877444
306,-33.0935824,63.40859299,-30.3150106,-0.572470957,0.114298464,0.458172494
307,-33.93965721,63.37557261,-29.4359154,-0.569276476,0.104942693,0.464333784
308,-34.77694043,63.326897,-28.54995657,-0.565952329,0.095551572,0.470400757
309,-35.60604461,63.2626137,-27.65656909,-0.562477987,0.086146122,0.476331865
310,-36.42597531,63.18270455,-26.75672923,-0.558875181,0.076710377,0.482164804
311,-37.23729281,63.08722222,-25.84992941,-0.555124392,0.067264543,0.487859849
312,-38.0390617,62.97615845,-24.93709675,-0.551246499,0.057793472,0.493453027
313,-38.83179345,62.84957117,-24.01777772,-0.547222951,0.048316588,0.498906363
314,-39.61460803,62.70746197,-23.09285393,-0.54307381,0.038819525,0.504254286
315,-40.38797198,62.54989435,-22.16192237,-0.538781459,0.029320955,0.509460504
316,-41.15105783,62.37687973,-21.2258219,-0.534365179,0.019807261,0.514557918
317,-41.9042911,62.18848741,-20.28419631,-0.529808248,0.010296393,0.519511855
318,-42.64689418,61.98473839,-19.33784421,-0.5251292,0.000775445,0.524353755
319,-43.3792548,61.76570766,-18.38645285,-0.520312172,-0.008738325,0.529050497
320,-44.10064212,61.53142548,-17.43078336,-0.515374987,-0.018257141,0.533632129
321,-44.81140879,61.28197254,-16.47056376,-0.510302606,-0.027764414,0.53806702
322,-45.51086783,61.0173882,-15.50652038,-0.505112169,-0.037271716,0.542383884
323,-46.19933959,60.73775899,-14.5384194,-0.499789427,-0.046763097,0.546552525
324,-46.87617873,60.44313335,-13.56695462,-0.494350871,-0.056249512,0.550600383
325,-47.5416763,60.1336038,-12.59192751,-0.48878301,-0.065715627,0.554498637
326,-48.19522659,59.80922771,-11.61400112,-0.483101712,-0.075171802,0.558273515
327,-48.83709398,59.47010356,-10.63300957,-0.477294217,-0.084603298,0.561897515
328,-49.46671022,59.11629732,-9.649587107,-0.471375796,-0.094019911,0.565395706
329,-50.08431513,58.74791336,-8.663598235,-0.465334387,-0.103407471,0.568741858
330,-50.68937568,58.36502608,-7.6756504,-0.459184693,-0.112775237,0.57195993
331,-51.28210922,57.96774573,-6.68563651,-0.452915324,-0.122109589,0.575024913
332,-51.86201612,57.55615505,-5.694138933,-0.446540436,-0.131419273,0.577959708
333,-52.42929347,57.1303703,-4.701076825,-0.440049282,-0.140691196,0.580740478
334,-52.98347354,56.6904824,-3.707008855,-0.433455501,-0.149933617,0.583389118
335,-53.52473527,56.23661357,-2.711878294,-0.42674896,-0.159133954,0.585882913
336,-54.05264127,55.7688627,-1.716221434,-0.419942801,-0.168299998,0.588242799
337,-54.56735403,55.28735786,-0.720003832,-0.413027484,-0.177419661,0.590447144
338,-55.06846484,54.79220566,0.276259173,-0.406015673,-0.186500292,0.592515964
339,-55.55612129,54.28353996,1.272581331,-0.398898395,-0.195530273,0.594428668
